2018-10-02,三重區,薯蕷 樹薯,30.0,20.6,15.0,21.3,400.0,8520.0
2018-10-02,三重區,金絲菇 金針菇,30.0,30.0,30.0,30.0,209.0,6270.0
2018-10-02,三重區,絲瓜 角瓜,30.0,24.4,14.0,23.4,399.0,9336.599999999999
2018-10-02,三重區,南瓜 黃如意,30.0,30.0,30.0,30.0,60.0,1800.0
2018-10-02,三重區,番茄 黑柿,30.0,27.2,25.0,27.3,24.0,655.2
2018-10-02,三重區,胡蘿蔔 清洗,30.0,26.4,18.7,25.6,102.0,2611.2000000000003
2018-10-02,三重區,南瓜 粟子,31.0,31.0,31.0,31.0,3705.0,114855.0
2018-10-02,三重區,蕹菜 小葉,31.0,21.4,14.5,22.0,1840.0,40480.0
2018-10-02,三重區,芋 麵芋,34.1,28.2,10.0,25.7,184.0,4728.8
2018-10-02,三重區,蓮藕,34.3,16.1,3.0,17.1,1240.0,21204.0
2018-10-02,三重區,薑 嫩薑,35.0,32.5,30.0,32.5,80.0,2600.0
2018-10-02,三重區,醃瓜 漬 漬,35.0,35.0,35.0,35.0,3700.0,129500.0
2018-10-02,三重區,芥菜 小芥菜,35.0,30.5,26.0,30.5,2530.0,77165.0
2018-10-02,三重區,芥菜 芥菜仁,35.0,35.0,35.0,35.0,950.0,33250.0
2018-10-02,三重區,甘薯葉,35.0,29.3,20.5,28.7,630.0,18081.0
2018-10-02,三重區,九層塔,35.5,22.4,10.0,22.6,215.0,4859.0
2018-10-02,三重區,花胡瓜,36.5,25.0,11.8,24.7,797.0,19685.899999999998
2018-10-02,三重區,油菜,37.4,24.1,20.0,26.0,1270.0,33020.0
2018-10-02,三重區,其他,37.5,16.7,10.0,19.5,146.0,2847.0
2018-10-02,三重區,芫荽,40.0,30.0,20.0,30.0,88.0,2640.0
2018-10-02,三重區,莧菜 紅莧菜,40.0,40.0,40.0,40.0,580.0,23200.0
2018-10-02,三重區,薑 其他,40.0,40.0,40.0,40.0,166.0,6640.0
2018-10-02,三重區,珊瑚菇,40.0,40.0,40.0,40.0,375.0,15000.0
2018-10-02,三重區,皇宮菜 大葉,40.7,33.6,22.6,32.8,2645.0,86755.99999999999
2018-10-02,三重區,花椰菜 青梗,40.9,35.1,23.6,34.0,3936.0,133824.0
2018-10-02,三重區,菜豆 白色,42.0,33.7,18.0,32.2,836.0,26919.2
2018-10-02,三重區,青江白菜 小梗,43.2,38.1,33.2,38.1,955.0,36385.5
2018-10-02,三重區,胡瓜 黑刺,43.5,27.1,16.3,28.2,262.0,7388.4
2018-10-02,三重區,薯蕷 紅薯蕷,43.8,28.3,13.9,28.5,748.0,21318.0
2018-10-02,三重區,芋 檳榔心芋,44.1,31.6,26.0,33.0,900.0,29700.0
2018-10-02,三重區,薯蕷 白薯蕷,44.4,28.4,13.5,28.6,1206.0,34491.6
2018-10-02,三重區,芥藍菜,45.0,40.0,35.0,40.0,142.0,5680.0
2018-10-02,三重區,韭菜 白頭,45.0,43.6,40.0,43.1,3436.0,148091.6
2018-10-02,三重區,南瓜 青如意,45.0,31.3,30.0,33.8,125.0,4225.0
2018-10-02,三重區,辣椒 糯米椒,45.0,45.0,45.0,45.0,120.0,5400.0
2018-10-02,三重區,芽菜類 苜蓿芽,45.0,45.0,45.0,45.0,8.0,360.0
2018-10-02,三重區,苦瓜 其他,45.9,41.1,30.9,40.0,912.0,36480.0
2018-10-02,三重區,甘藍 改良種,46.8,37.1,28.1,37.2,3360.0,124992.00000000001
2018-10-02,三重區,萵苣菜 油麥菜,46.8,39.8,31.8,39.6,4749.0,188060.4
2018-10-02,三重區,小白菜 土白菜,46.9,30.9,28.4,33.6,860.0,28896.0
2018-10-02,三重區,青蔥 北蔥,47.0,34.2,24.8,34.9,195.0,6805.5
2018-10-02,三重區,菜豆 青色,49.4,36.8,23.6,36.7,491.5,18038.050000000003
2018-10-02,三重區,苦瓜 翠綠,50.0,44.3,37.0,44.0,2635.0,115940.0
2018-10-02,三重區,皇宮菜 小葉,50.0,44.3,30.5,42.7,72.0,3074.4
2018-10-02,三重區,洛神花,50.0,50.0,44.7,49.0,1340.0,65660.0
2018-10-02,三重區,甘藍 初秋,50.0,45.6,20.0,41.4,1038.0,42973.2
2018-10-02,三重區,菜豆 紅色,50.3,35.4,27.0,36.7,99.0,3633.3
2018-10-02,三重區,小白菜 蚵仔白,52.0,42.0,42.0,44.0,1920.0,84480.0
2018-10-02,三重區,油菜 小松菜,52.0,52.0,52.0,52.0,300.0,15600.0
2018-10-02,三重區,茄子 麻荸茄,52.4,36.2,26.3,37.4,2442.0,91330.8
2018-10-02,三重區,紅鳳菜 紅鳳菜,53.1,40.4,27.7,40.4,4120.0,166448.0
2018-10-02,三重區,蠔菇 鮑魚菇,55.0,55.0,55.0,55.0,80.0,4400.0
2018-10-02,三重區,芽菜類 豌豆芽,55.0,55.0,55.0,55.0,210.0,11550.0
2018-10-02,三重區,辣椒 紅小,59.1,42.5,40.0,45.3,32.0,1449.6
2018-10-02,三重區,番茄 牛蕃茄,59.9,37.1,22.2,38.7,3730.0,144351.0
2018-10-02,三重區,大蒜 蒜頭,60.0,49.0,36.0,48.6,220.0,10692.0
2018-10-02,三重區,芹菜 水耕,60.0,60.0,60.0,60.0,1406.0,84360.0
2018-10-02,三重區,萊豆 豆莢,60.0,60.0,60.0,60.0,60.0,3600.0
2018-10-02,三重區,洋菇,60.0,60.0,60.0,60.0,80.0,4800.0
2018-10-02,三重區,秀珍菇,60.0,60.0,60.0,60.0,120.0,7200.0
2018-10-02,三重區,菱角 生菱角,65.0,65.0,65.0,65.0,1860.0,120900.0
2018-10-02,三重區,青花苔 進口,65.0,54.7,40.2,53.9,818.0,44090.2
2018-10-02,三重區,苦瓜 白大米,67.2,51.3,35.1,51.2,1835.0,93952.0
2018-10-02,三重區,濕香菇,70.0,70.0,70.0,70.0,522.0,36540.0
2018-10-02,三重區,鴻禧菇,70.0,70.0,70.0,70.0,100.0,7000.0
2018-10-02,三重區,小白菜 水耕,70.0,55.0,40.0,55.0,3879.0,213345.0
2018-10-02,三重區,菠菜 角葉,74.1,55.9,36.3,55.6,400.0,22240.0
2018-10-02,三重區,茭白筍 去殼,74.8,47.4,36.8,50.7,158.0,8010.6
2018-10-02,三重區,茭白筍 帶殼,75.0,40.6,19.2,43.2,130.0,5616.0
2018-10-02,三重區,其他菇類,80.0,37.6,12.0,41.0,378.0,15498.0
2018-10-02,三重區,敏豆 醜豆,80.0,53.0,20.0,51.8,1760.0,91168.0
2018-10-02,三重區,韭菜 韭菜花,80.0,47.0,32.2,50.7,10.0,507.0
2018-10-02,三重區,苦瓜 山苦瓜,80.0,79.3,75.0,78.6,300.0,23580.0
2018-10-02,三重區,青蔥 粉蔥,80.5,68.6,45.2,66.3,1186.0,78631.8
2018-10-02,三重區,甜椒 青椒,84.3,49.6,18.3,50.3,1036.0,52110.799999999996
2018-10-02,三重區,蕨菜 山蘇,85.0,85.0,85.0,85.0,32.0,2720.0
2018-10-02,三重區,萵苣菜 水耕,89.0,89.0,89.0,89.0,15.0,1335.0
2018-10-02,三重區,杏鮑菇,90.0,61.7,30.0,61.0,1360.0,82960.0
2018-10-02,三重區,芹菜 白梗,90.8,59.8,50.0,64.1,920.0,58971.99999999999
2018-10-02,三重區,大蒜 蒜瓣,96.4,51.2,35.5,57.1,200.0,11420.0
2018-10-02,三重區,薑 老薑,98.1,66.3,29.3,65.3,664.0,43359.2
2018-10-02,三重區,甜椒 彩色種,106.5,78.3,42.7,76.8,621.0,47692.799999999996
2018-10-02,三重區,黃秋葵,107.6,66.9,27.4,67.1,403.0,27041.3
2018-10-02,三重區,敏豆 白豆,114.2,74.8,27.5,73.2,1346.0,98527.2
2018-10-02,三重區,辣椒 朝天椒,150.0,122.0,74.2,118.0,820.0,96760.0
2018-10-02,三重區,大蒜 軟梗,210.0,145.6,84.1,146.2,185.0,27046.999999999996
2018-10-02,三重區,蓮藕 蓮子,240.0,240.0,240.0,240.0,3.0,720.0
2018-10-02,台中市,甘薯 臺農66號,8.1,4.5,2.9,4.9,88.0,431.20000000000005
2018-10-02,台中市,冬瓜 白皮,13.8,10.6,7.3,10.5,260.0,2730.0
2018-10-02,台中市,蘿蔔 進口,14.0,12.4,9.1,11.0,3295.0,36245.0
2018-10-02,台中市,扁蒲 花蒲,14.4,10.7,6.9,11.3,2762.0,31210.600000000002
2018-10-02,台中市,扁蒲 梨子蒲,14.4,11.0,6.8,10.7,1729.0,18500.3
2018-10-02,台中市,豆薯,16.0,15.0,10.0,13.6,140.0,1904.0
2018-10-02,台中市,越瓜 青色,16.0,13.0,10.0,13.4,470.0,6298.0
2018-10-02,台中市,芽菜類 綠豆芽,17.0,17.0,17.0,17.0,60.0,1020.0
2018-10-02,台中市,玉米 糯米黑,17.0,17.0,17.0,17.0,440.0,7480.0
2018-10-02,台中市,馬鈴薯 本產,17.7,13.0,7.0,14.5,1432.0,20764.0
2018-10-02,台中市,敏豆 翼豆,18.0,14.0,13.0,14.5,60.0,870.0
2018-10-02,台中市,玉米 糯米白,18.0,15.0,15.0,16.0,724.0,11584.0
2018-10-02,台中市,隼人瓜,19.3,16.3,12.3,15.5,1071.0,16600.5
2018-10-02,台中市,玉米 甜軟殼,19.7,12.8,5.1,13.6,450.0,6120.0
2018-10-02,台中市,包心白 其他,20.0,20.0,20.0,20.0,380.0,7600.0
2018-10-02,台中市,落花生 熟,20.0,20.0,20.0,20.0,69.0,1380.0
2018-10-02,台中市,萵苣菜 廣東菜,20.5,13.4,10.0,13.9,284.0,3947.6
2018-10-02,台中市,豬母菜,21.0,20.0,15.0,19.1,2636.0,50347.600000000006
2018-10-02,台中市,包心白 包白,21.0,13.4,10.7,14.2,460.0,6532.0
2018-10-02,台中市,甘薯 臺農57號,21.3,14.6,12.3,14.5,1070.0,15515.0
2018-10-02,台中市,芥菜 大芥菜,22.0,20.7,20.0,20.6,1850.0,38110.0
2018-10-02,台中市,油菜 小松菜,22.0,22.0,22.0,22.0,250.0,5500.0
2018-10-02,台中市,南瓜 圓形,22.5,18.0,15.0,18.5,2010.0,37185.0
2018-10-02,台中市,蓮藕,23.0,12.0,5.0,11.7,1388.0,16239.599999999999
2018-10-02,台中市,甘藍 進口,23.5,18.7,18.0,19.3,265.0,5114.5
2018-10-02,台中市,洋蔥 進口,24.3,24.0,23.3,23.8,2380.0,56644.0
2018-10-02,台中市,包心白 包頭蓮,25.0,25.0,25.0,25.0,418.0,10450.0
2018-10-02,台中市,芋 里芋,25.0,25.0,25.0,25.0,160.0,4000.0
2018-10-02,台中市,甘薯 其他,26.0,24.0,15.0,21.7,21.0,455.7
2018-10-02,台中市,茄子 胭脂茄,26.0,25.5,25.0,25.8,649.0,16744.2
2018-10-02,台中市,絲瓜,26.4,20.9,13.7,20.5,4140.0,84870.0
2018-10-02,台中市,胡蘿蔔 清洗,26.4,25.1,16.0,23.8,973.0,23157.4
2018-10-02,台中市,洋蔥 本產,27.0,21.0,15.0,21.0,40.0,840.0
2018-10-02,台中市,竹筍 麻竹筍,27.0,18.0,10.0,19.0,440.0,8360.0
2018-10-02,台中市,胡瓜 黑刺,27.7,20.1,11.5,20.6,1363.0,28077.800000000003
2018-10-02,台中市,九層塔,30.0,25.1,9.0,21.5,315.0,6772.5
2018-10-02,台中市,蘿蔔乾,30.0,30.0,30.0,30.0,30.0,900.0
2018-10-02,台中市,薑 其他,30.0,30.0,30.0,30.0,3900.0,117000.0
